,neuron_id,neuron_name,archive,note,age_scale,gender,age_classification,brain_region,cell_type,species,strain,scientific_name,stain,experiment_condition,protocol,slicing_direction,reconstruction_software,objective_type,original_format,domain,attributes,magnification,upload_date,deposition_date,shrinkage_reported,shrinkage_corrected,reported_value,reported_xy,reported_z,corrected_value,corrected_xy,corrected_z,soma_surface,surface,volume,slicing_thickness,min_age,max_age,min_weight,max_weight,png_url,reference_pmid,reference_doi,physical_Integrity,_links.self.href,_links.measurements.href,_links.persistence_vector.href
1024,121512,AA0622,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 2-3']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.393,237316.0,14832.2,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0622.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121512,http://neuromorpho.org/api/morphometry/id/121512,http://neuromorpho.org/api/pvec/id/121512
1025,121880,AA0859,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 2-3']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3407,73260.1,4578.76,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0859.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121880,http://neuromorpho.org/api/morphometry/id/121880,http://neuromorpho.org/api/pvec/id/121880
1026,121790,AA0883,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 2-3']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4077,186597.0,11662.3,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0883.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121790,http://neuromorpho.org/api/morphometry/id/121790,http://neuromorpho.org/api/pvec/id/121790
1027,85137,AA0236,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.3471,468861.0,140981.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0236.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85137,http://neuromorpho.org/api/morphometry/id/85137,http://neuromorpho.org/api/pvec/id/85137
1028,122156,AA0955,MouseLight,,Month,Female,adult,"['corpus callosum', 'fiber tracts']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3471,26344.0,1646.5,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0955.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122156,http://neuromorpho.org/api/morphometry/id/122156,http://neuromorpho.org/api/pvec/id/122156
1029,121581,AA0921,MouseLight,,Month,Female,adult,"['thalamus', 'Ventral anterior-lateral complex of the thalamus']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3828,76484.8,4780.3,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0921.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121581,http://neuromorpho.org/api/morphometry/id/121581,http://neuromorpho.org/api/pvec/id/121581
1030,122114,AA0455,MouseLight,,Month,Female,adult,['corpus callosum'],"['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3962,48185.9,3011.62,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0455.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122114,http://neuromorpho.org/api/morphometry/id/122114,http://neuromorpho.org/api/pvec/id/122114
1031,121814,AA0333,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 6a']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3809,163980.0,10248.7,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0333.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121814,http://neuromorpho.org/api/morphometry/id/121814,http://neuromorpho.org/api/pvec/id/121814
1032,121688,AA0359,MouseLight,,Month,Female,adult,"['thalamus', 'Lateral posterior nucleus of the thalamus']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3975,77100.0,4818.75,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0359.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121688,http://neuromorpho.org/api/morphometry/id/121688,http://neuromorpho.org/api/pvec/id/121688
1033,121689,AA0341,MouseLight,,Month,Female,adult,"['thalamus', 'Lateral posterior nucleus of the thalamus']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3777,109862.0,6866.36,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0341.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121689,http://neuromorpho.org/api/morphometry/id/121689,http://neuromorpho.org/api/pvec/id/121689
1034,121544,AA0576,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"No Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4317,122260.0,7641.28,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0576.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121544,http://neuromorpho.org/api/morphometry/id/121544,http://neuromorpho.org/api/pvec/id/121544
1035,121684,AA0745,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3741,143279.0,8954.95,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0745.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121684,http://neuromorpho.org/api/morphometry/id/121684,http://neuromorpho.org/api/pvec/id/121684
1036,85109,AA0063,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6', 'deep']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.2004,612093.0,157494.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0063.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85109,http://neuromorpho.org/api/morphometry/id/85109,http://neuromorpho.org/api/pvec/id/85109
1037,121909,AA0837,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 6a']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4788,31904.7,1994.04,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0837.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121909,http://neuromorpho.org/api/morphometry/id/121909,http://neuromorpho.org/api/pvec/id/121909
1038,121629,AA0840,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3752,199831.0,12489.5,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0840.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121629,http://neuromorpho.org/api/morphometry/id/121629,http://neuromorpho.org/api/pvec/id/121629
1039,121656,AA0571,MouseLight,,Month,Female,adult,"['hippocampus', 'dentate gyrus', 'granule layer']","['principal cell', 'granule', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.2624,5795.49,362.218,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0571.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121656,http://neuromorpho.org/api/morphometry/id/121656,http://neuromorpho.org/api/pvec/id/121656
1040,85132,AA0181,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.3349,334446.0,83862.5,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0181.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85132,http://neuromorpho.org/api/morphometry/id/85132,http://neuromorpho.org/api/pvec/id/85132
1041,122106,AA0430,MouseLight,,Month,Female,adult,"['brainstem', 'hindbrain', 'Medial longitudinal fasciculus']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3432,29052.6,1815.79,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0430.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122106,http://neuromorpho.org/api/morphometry/id/122106,http://neuromorpho.org/api/pvec/id/122106
1042,84994,AA0023,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['thalamus', 'Anteromedial nucleus']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,11.9671,210442.0,57547.2,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0023.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/84994,http://neuromorpho.org/api/morphometry/id/84994,http://neuromorpho.org/api/pvec/id/84994
1043,85029,AA0192,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['hippocampus', 'dentate gyrus']","['principal cell', 'granule', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.315,16986.4,4295.81,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0192.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85029,http://neuromorpho.org/api/morphometry/id/85029,http://neuromorpho.org/api/pvec/id/85029
1044,121992,AA0805,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3503,34225.2,2139.07,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0805.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121992,http://neuromorpho.org/api/morphometry/id/121992,http://neuromorpho.org/api/pvec/id/121992
1045,121735,AA0553,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6a']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.2826,19097.2,1193.58,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0553.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121735,http://neuromorpho.org/api/morphometry/id/121735,http://neuromorpho.org/api/pvec/id/121735
1046,121798,AA0915,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 2-3']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3204,35264.4,2204.02,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0915.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121798,http://neuromorpho.org/api/morphometry/id/121798,http://neuromorpho.org/api/pvec/id/121798
1047,121994,AA0392,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3311,40596.2,2537.26,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0392.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121994,http://neuromorpho.org/api/morphometry/id/121994,http://neuromorpho.org/api/pvec/id/121994
1048,121857,AA0830,MouseLight,,Month,Female,adult,['subiculum'],"['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3618,67589.7,4224.36,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0830.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121857,http://neuromorpho.org/api/morphometry/id/121857,http://neuromorpho.org/api/pvec/id/121857
1049,121882,AA0670,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'secondary motor', 'layer 2-3']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"No Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.441,132692.0,8293.27,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0670.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121882,http://neuromorpho.org/api/morphometry/id/121882,http://neuromorpho.org/api/pvec/id/121882
1050,85222,AA0004,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['neocortex', 'somatosensory', 'primary somatosensory', 'layer 5']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.0722,745834.0,367369.0,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0004.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85222,http://neuromorpho.org/api/morphometry/id/85222,http://neuromorpho.org/api/pvec/id/85222
1051,260064,AA1043,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6a']","['principal cell', 'pyramidal', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2020-04-20,Not reported,,,,,,,,12.2958,560184.0,280092.0,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260064,http://neuromorpho.org/api/morphometry/id/260064,http://neuromorpho.org/api/pvec/id/260064
1052,121958,AA0570,MouseLight,,Month,Female,adult,"['neocortex', 'presubiculum']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4838,12377.5,773.593,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0570.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/121958,http://neuromorpho.org/api/morphometry/id/121958,http://neuromorpho.org/api/pvec/id/121958
1053,122187,AA0962,MouseLight,,Month,Female,adult,"['cerebellum', 'vestibular', 'flocculus']","['principal cell', 'Purkinje', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.5198,9965.37,622.836,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0962.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122187,http://neuromorpho.org/api/morphometry/id/122187,http://neuromorpho.org/api/pvec/id/122187
1054,122056,AA0729,MouseLight,,Month,Female,adult,"['fornix', 'columns of the fornix']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.4509,23799.2,1487.45,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0729.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122056,http://neuromorpho.org/api/morphometry/id/122056,http://neuromorpho.org/api/pvec/id/122056
1055,260089,AA1539,MouseLight,,Month,Female,adult,"['neocortex', 'frontal', 'primary motor', 'layer 6a']","['principal cell', 'pyramidal', 'projection']",mouse,C56BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2023-05-04,2022-03-05,Not reported,,,,,,,,12.2829,327758.0,163879.0,25,2.0,2.0,25.0,25.0,,['30859571'],['10.1101/537233'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/260089,http://neuromorpho.org/api/morphometry/id/260089,http://neuromorpho.org/api/pvec/id/260089
1056,122161,AA0964,MouseLight,,Month,Female,adult,"['cerebellum', 'cerebellar cortex', 'Purkinje layer']","['principal cell', 'Purkinje', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.5293,13193.7,824.608,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0964.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122161,http://neuromorpho.org/api/morphometry/id/122161,http://neuromorpho.org/api/pvec/id/122161
1057,85213,AA0092,MouseLight,"imaged at ~0.3 x 0.3 x 1 micron resolution with physical overlap in x, y, and z between imaged volumes",Month,Female,adult,"['hypothalamus', 'Subparaventricular zone']","['principal cell', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","Diameter, 3D, Angles",40,2018-04-16,2017-11-03,Not Reported,,,,,,,,12.1387,40350.3,10790.4,25,6.0,6.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0092.png,['27862192'],['10.1002/jnr.23978'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/85213,http://neuromorpho.org/api/morphometry/id/85213,http://neuromorpho.org/api/pvec/id/85213
1058,122026,AA0997,MouseLight,,Month,Female,adult,"['hippocampus', 'CA2']","['principal cell', 'pyramidal', 'projection']",mouse,C57BL/6,,enhanced green fluorescent protein,['Control'],in vivo,coronal,Janelia Workstation-Large Volume Viewer,oil,Janelia Workstation-Large Volume Viewer.swc,"Dendrites, Soma, Axon","No Diameter, 3D, Angles",40,2019-12-13,2019-10-02,,,,,,,,,12.3466,117855.0,7365.97,25,2.0,2.0,25.0,25.0,http://neuromorpho.org/images/imageFiles/MouseLight/AA0997.png,['-8'],['10.2139/ssrn.3330557'],"Dendrites Moderate, Axon Complete",http://neuromorpho.org/api/neuron/id/122026,http://neuromorpho.org/api/morphometry/id/122026,http://neuromorpho.org/api/pvec/id/122026
